,text,sentimen,clean_teks
1262,Sangat menyenangkan tinggal di sini bahkan hanya untuk semalam. Kami tinggal di tipe condotel. Kamarnya bersih. Kolam renang bersih dan ada 2 kolam renang ramah balita. Ada juga taman bermain mini. Makanannya enak. Kami merasa puas untuk semua.,positif,senang tinggal malam tinggal tipe condotel kamar bersih kolam renang bersih kolam renang ramah balita taman main mini makan enak puas
1263,Hotel ini menyediakan toko kebutuhan dasar 24 jam dan daerah sekitarnya selalu hidup. Ada pertunjukan musik live di kafe dan restoran Furama menyajikan makanan lezat yang dapat dipesan untuk makan di kamar bahkan di larut malam. Saya juga menikmati berbagai menu lezat untuk sarapan. Kolam renang besar dengan air suhu hangat untuk anak-anak. Para staf memiliki keramahan yang luar biasa. Saya menghabiskan 2 malam yang memuaskan dengan keluarga saya. Kami membeli semua jenis dimsum lezat pada acara memasak dengan program koki pada hari Minggu sementara anak-anak bermain di taman bermain setelah berenang. Menginap di El Royale Hotel.,positif,hotel sedia toko butuh dasar jam daerah hidup tunjuk musik live kafe restoran furama saji makan lezat pes makan kamar larut malam nikmat menu lezat sarap kolam renang air suhu hangat anakanak staf milik ramah habis malam muas keluarga beli jenis dimsum lezat acara masak program koki minggu anakanak main taman main renang inap el royale hotel
1264,"Kamar hotel sangat bagus, sangat luas dan terjangkau untuk harganya. Sarapannya enak, tapi pengaturan meja agak terlalu dekat satu sama lain dan karena banyaknya orang, menjadi ramai dan sulit untuk mendapatkan makanan. Secara keseluruhan itu masih pengalaman yang baik, pasti akan tinggal di sini lagi untuk perjalanan masa depan ke Bandung.",positif,kamar hotel bagus luas jangkau harga sarap enak atur meja banyak orang ramai sulit makan alam tinggal jalan bandung
1265,"Semua staf ramah, kamar sangat bersih, nyaman",positif,staf ramah kamar bersih nyaman
1266,kamar terpelihara dengan baik dengan kebersihan yang baik,positif,kamar pelihara bersih
1267,"tempat yang bagus untuk akhir pekan keluarga, selamat menikmati :)",positif,bagus pekan keluarga selamat nikmat
1268,"layanan hebat, makanan enak, kamar nyaman.",positif,layan hebat makan enak kamar nyaman
1269,Hotel favorit keluarga kami di Bandung.,positif,hotel favorit keluarga bandung
1270,Sarapan lezat kamar yang bagus dan bersih dan staf yang sangat membantu dan lebih penting lagi lokasinya di tengah dan sekitarnya oleh tempat wisata kuliner yang terkenal.,positif,sarap lezat kamar bagus bersih staf bantu lokasi wisata kuliner kenal
1271,"Selalu puas saat menginap di eL Royale Bandung. Sangat mudah untuk check-in. Lokasi yang bagus. Staf yang ramah, pasti selalu menginap di eL Royale ketika kami mengunjungi Bandung.",positif,puas inap el royale bandung mudah checkin lokasi bagus staf ramah inap el royale unjung bandung
1272,Kenyamanan hotel dan sarapan sangat baik,positif,nyaman hotel sarap
1273,Ini adalah hotel tua tetapi masih cukup nyaman untuk menginap. Itu terletak di lokasi strategis.,positif,hotel tua nyaman inap letak lokasi strategis
1274,"Hotel yang bagus dan bagus, lokasi dekat Braga Street dan Braga City Walk. Kamarnya bagus, kamar mandinya bersih, dan kolam renangnya cukup besar untuk berenang dan ada kolam renang untuk anak-anak dan airnya hangat.",positif,hotel bagus bagus lokasi braga street braga city walk kamar bagus kamar mandi bersih kolam renang renang kolam renang anakanak air hangat
1275,itu adalah pengalaman yang menyenangkan,positif,alam senang
1276,"lokasi bagus, makanan enak, dan staf ramah",positif,lokasi bagus makan enak staf ramah
1277,Semua pengalaman sangat baik di sini!,positif,alam
1278,Layanan yang sangat baik dan hotel yang bagus untuk liburan keluarga,positif,layan hotel bagus libur keluarga
1279,Hotel besar! Senilai setiap sen,positif,hotel nila sen
1280,Saya suka hotel. Para staf sangat ramah. Menu sarapan kebanyakan lezat dan memiliki banyak variasi. Mereka memiliki beberapa gamelan yang dimainkan secara live. Hal ini seperti hotel bintang 5. Pasti senang bisa kembali lagi.,positif,suka hotel staf ramah menu sarap banyak lezat milik variasi milik gamelan main live hotel bintang senang
1281,Saya dengan cinta keluarga saya tinggal di sini. tempat yang bagus untuk tinggal,positif,cinta keluarga tinggal bagus tinggal
1282,"Saat kami memasuki ruangan, semua orang mengasyikkan, bahkan bayinya. Kamar kami dilengkapi dengan lemari, sofa, pantry, meja makan, dan bak mandi. Ruang sebenarnya jauh lebih baik daripada deskripsi. Saat kami keluar dari NYE sana, kami bisa melihat kembang api dari kamar ke-16 dan bayinya tidak terganggu dari tidurnya. Sarapan juga besar. Bisa saya katakan, kami sangat puas dan kami akan kembali kesini lagi.",positif,pasuk ruang orang asyik bayi kamar lengkap lemari sofa pantry meja makan bak mandi ruang deskripsi nye kembang api kamar bayi ganggu tidur sarap puas kesini
1283,"Menakjubkan pengalaman yang diberikan oleh el Royale. Milik kamar murah, mendapat kabar bahwa kamarku telah mengupgrade ke ruang eksekutif kana. Tiba di hotel dan check in hanya untuk mengetahui bahwa kamarku telah diupgrade sekali lagi ke seorang eksekutif condotel !! Betapa hari untuk hidup. Terima kasih, el Royale. Terima kasih. Pasti ingin tinggal lagi pada perjalanan liburan berikutnya.",positif,takjub alam el royale milik kamar murah kabar kamar mengupgrade ruang eksekutif kana hotel check in kamar diupgrade eksekutif condotel betapa hidup terima kasih el royale terima kasih tinggal jalan libur
1284,"Check in awal dan check in cepat, thanks for free upgrade room. Hotel besar untuk liburan keluarga, sarapan juga sangat baik. Sangat puas. Terima kasih",positif,check in check in cepat thanks for free upgrade room hotel libur keluarga sarap puas terima kasih
1285,"Ramah dan membantu staf, besar-bagus ruangan, Sarapan baik. Hotel favorit saya di Bandung.",positif,ramah bantu staf besarbagus ruang sarap hotel favorit bandung
1286,Hotel besar! Terutama kolam renang! Ruangannya sangat bagus. Aku menghabiskan malam di kamar condotel. Sarapan juga besar. Pasti akan kembali lagi.,positif,hotel kolam renang ruang bagus habis malam kamar condotel sarap
1287,Jaga harga rendah dan makanan selalu enak,positif,jaga harga rendah makan enak
1288,"Hotel ini bersih dan bagus. Lokasi bagus juga. Meskipun kita bisa mendengar suara kereta yang lewat sesekali, tetap tinggal yang menyenangkan bagi saya. Aku akan kembali.",positif,hotel bersih bagus lokasi bagus dengar suara kereta tinggal senang
1289,"Lokasi yang besar, keramahan yang besar, kamar dan fasilitas dalam kondisi baik dan bersih, semua staf ramah dan membantu, meminta check in lebih awal mudah, di atas itu mereka memberikan kue gratis untuk ulang tahun saya. Benar-benar direkomendasikan dengan harga rendah untuk keramahan yang besar. Terima kasih!",positif,lokasi ramah kamar fasilitas kondisi bersih staf ramah bantu check in mudah kue gratis ulang benarbenar rekomendasi harga rendah ramah terima kasih
1290,Saya sangat menikmati hotel ini. Tempat yang bagus,positif,nikmat hotel bagus
1291,"Semuanya baik. ukuran kamar, makanan dan staf profesional.",positif,ukur kamar makan staf profesional
1292,"Sebuah hotel besar, semuanya baik dan menyenangkan.",positif,hotel senang
1293,"Pergi dengan keluarga saya, hotel ini hebat. Kamar yang bersih, luas dan nyaman. Bagus sarapan. Tapi restoran itu begitu penuh dan gelap. Anak suka kolam renang. Bagus dan rendah hati staf. Tetap bagus untuk liburan keluarga. Pasti akan kembali ke hotel ini.",positif,pergi keluarga hotel hebat kamar bersih luas nyaman bagus sarap restoran penuh gelap anak suka kolam renang bagus rendah hati staf bagus libur keluarga hotel
1294,El Royal Hotel Bandung adalah yang terbaik.,positif,el royal hotel bandung baik
1295,Layanan terbaik,positif,layan baik
1296,"Aku datang untuk menghadiri perayaan pernikahan colleage saya, adalah tempat yang bagus dan pelayanan yang baik.",positif,hadir raya nikah colleage bagus layan
1297,"Awesome hotel, orang-orang hebat, baik makan, kolam renang yang sejuk",positif,awesome hotel orangorang hebat makan kolam renang sejuk
1298,Semuanya hebat kecuali WiFi.,positif,hebat kecuali wifi
1299,"Senang dengan staf, layanan, kamar dan fasilitas.",positif,senang staf layan kamar fasilitas
1300,"Bersih dan lingkungan bagus, lokasi bagus",positif,bersih lingkung bagus lokasi bagus
1301,Hotel yang direkomendasikan di kota Bandung.,netral,hotel rekomendasi kota bandung
1302,Tempat yang bagus dan fasilitas yang bagus.,positif,bagus fasilitas bagus
1303,"el royale adalah yang terbaik, anakku sangat senang, setelah futsal lalu berenang.",positif,el royale baik anak senang futsal renang
1304,"Utama. lokasi hotel, pelayanan yang baik, akan dipesan lagi suatu hari nanti, ketika saya bepergian ke Bandung",positif,utama lokasi hotel layan pes pergi bandung
1305,Anak-anak saya suka berlibur dan tinggal di sini,positif,anakanak suka libur tinggal
1306,"Ini adalah hotel yang bagus, akan senang jika ada sesuatu yang spesial untuk tamu yang kembali. Jadi akan lebih seru lagi!",positif,hotel bagus senang spesial tamu seru
1307,"Pelayanan yang baik, lokasi dan direkomendasikan",positif,layan lokasi rekomendasi
1308,"Kenyamanan ruangan, pemandangan bagus, suasana mewah.",positif,nyaman ruang pandang bagus suasana mewah
1309,"Hebat, akan ada liburan berikutnya.",positif,hebat libur
1310,Lokasi berada di tengah kota,netral,lokasi kota
1311,"Sangat memuaskan, mudah diakses dan efektif.",positif,muas mudah akses efektif
1312,Itu bagus. Saya suka kebersihan,positif,bagus suka bersih
1313,Hotel yang bagus di bandung jawa barat,positif,hotel bagus bandung jawa barat
1314,"Tempat yang bagus, yang dekat untuk nongkrong di tempat",positif,bagus nongkrong
1315,Layanan dan fasilitas yang bagus. Dianjurkan untuk liburan karena hotel ini memiliki tempat yang strategis ke tempat-tempat besar lainnya,positif,layan fasilitas bagus anjur libur hotel milik strategis tempattempat
1316,"Bagus, Nyaman, bersih, semuanya bagus",positif,bagus nyaman bersih bagus
1317,Cinta tempat!,positif,cinta
1318,Hotel besar ... makanan untuk liburan keluarga dan perjalanan bisnis,positif,hotel makan libur keluarga jalan bisnis
1319,Begitu sangat meniadakan dan efisien.,positif,tiada efisien
1320,"pelayanan yang baik, kenyamanan dan lokasi yang baik",positif,layan nyaman lokasi
1321,Sangat bagus dan memiliki keramahan hotel yang bagus.,positif,bagus milik ramah hotel bagus
1322,Saya memiliki great weekend dengan keluarga saya di hotel ini.,positif,milik great weekend keluarga hotel
1323,Baik kolam renang dan lokasi ........,positif,kolam renang lokasi
1324,Hotel yang bagus untuk tinggal dengan sarapan besar.,positif,hotel bagus tinggal sarap
1325,Sangat efektif dan menyenangkan.,positif,efektif senang
1326,Itu tinggal yang menyenangkan aku akan kembali!,positif,tinggal senang
1327,Besar istana untuk liburan keluarga,positif,istana libur keluarga
1328,Sangat nyaman dan sarapan besar,positif,nyaman sarap
1329,Hotel bintang empat terbaik terjangkau,positif,hotel bintang baik jangkau
1330,Hotel besar di pusat kota.,negatif,hotel pusat kota
1331,"Hotel besar, suasana hangat, pelayanan yang baik dan sarapan lezat tentu saja",positif,hotel suasana hangat layan sarap lezat
1332,Tempat yang bagus untuk tinggal di Bandung.,positif,bagus tinggal bandung
1333,"Layanan bagus dan sangat bersih, anak-anak saya sangat nyaman untuk tinggal di sana",positif,layan bagus bersih anakanak nyaman tinggal
1334,Aku memberikan 5 bintang dan dua jempol untuk Grand Royal Panghegar,positif,bintang jempol grand royal panghegar
1335,So happy to stay here. This is my 2nd time. Next I will come back to here.,positif,so happy to stay here this is my nd time next i will come back to here
1336,"I stayed right as Bandung City is celebrating Persib 's victory, so we're kind of stuck in the hotel. Hotel staffs are very accommodating to our requests even when we borrow a lot of plates and utensils for a small birthday party in our room.",positif,i stayed right as bandung city is celebrating persib s victory so were kind of stuck in the hotel hotel staffs are very accommodating to our requests even when we borrow a lot of plates and utensils for a small birthday party in our room
1337,Awesome Hotel with affordable price…thank you…!,positif,awesome hotel with affordable pricethank you
1338,OK all is perfect people is nice.,positif,ok all is perfect people is nice
1339,Very Good Nice Hotel at Bandung.,positif,very good nice hotel at bandung
1340,"Hotel favorit keluarga, Tempatnya yg slalu nyaman dan bersih. Food & beverage nya yg enak. Pool nya yg asik dan cocok buat keluarga. Harga yg bersahabat dan lokasi yg strategis ke pusat kuliner.",positif,hotel favorit keluarga tempat yg slalu nyaman bersih food beverage nya yg enak pool nya yg asik cocok keluarga harga yg sahabat lokasi yg strategis pusat kuliner
1341,"Berlibur bersama keluarga kecil menjadi sangat berkesan, kolam renang yang memanjakan anak2 maupun dewasa, makanan enak byk pilihan dan selalu berganti tiap pagi nya. Semoga ada kesempatan ke bandung lagi dan nginep disini lagi.",positif,libur keluarga kesan kolam renang manja anak dewasa makan enak byk pilih ganti pagi nya moga sempat bandung nginep
1342,"Menginap di eL hotel yg ke2 x dan ketika gempa terjadi di mlm Minggu jm 23 saya dan kel sedang di lt. 15 bnr2 berasa sekali goyangannya. Turun perlahan lewat tangga darurat (walau tdk ada alert system dr pihak hotel) setelah dibawah dan menunggu beberapa saat, lalu kembali ke dlm lobby hotel dan meminta ke front of course utk pindah kmr ke lt yg lbh rendah dan di approve, saya pindah ke lt. 5 dan melanjutkan staycation.",negatif,inap el hotel yg x gempa mlm minggu jm kel lt bnr asa goyang turun perlahan tangga darurat tdk alert system dr hotel bawah tunggu dlm lobby hotel front of course utk pindah kmr lt yg lbh rendah approve pindah lt lanjut staycation
1343,Nyaman kamarnya dan dekat kemana2.,positif,nyaman kamar mana
1344,My daughter said it 's A luxurious hotel. And it 's A convinient room.,netral,my daughter said it s a luxurious hotel and it s a convinient room
1345,Good breakfast menu and Clean room.,positif,good breakfast menu and clean room
1346,The accommodation was great. The safe was actually working:) breakfast was delicious. And also the staff was very friendly and helpful and spoke good English. The hotel is located near the plaza and jalan Braga. Furthermore the musholla was the best I ever come across so far when it comes to four star hotels. Overall a good experience.,positif,the accommodation was great the safe was actually working breakfast was delicious and also the staff was very friendly and helpful and spoke good english the hotel is located near the plaza and jalan braga furthermore the musholla was the best i ever come across so far when it comes to four star hotels overall a good experience
1347,"Good hospitality, great ambience, delicious food, 9/10.",positif,good hospitality great ambience delicious food
